ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Estimated_Shipping_Cost,Recommended_Carrier
5686,1,2,4,3,235,6,2,1,2,4689,0,243.45000000000002,Local Truck
5687,2,2,5,5,210,4,2,1,9,5081,1,259.55,Local Truck
5688,4,2,5,2,111,4,2,0,7,4424,0,227.70000000000002,Local Truck
5689,3,2,5,1,270,4,2,0,7,5149,0,263.95,Local Truck
5690,4,2,4,4,135,2,1,1,4,4684,0,242.20000000000002,Local Truck
5691,0,2,3,5,143,3,1,0,10,5021,0,256.05,Local Truck
5692,1,2,4,1,216,2,1,0,5,5059,0,260.45000000000005,Local Truck
5693,2,2,5,1,136,3,1,1,10,5308,0,270.40000000000003,Local Truck
5694,4,2,3,3,145,3,1,0,10,5696,0,289.8,Local Truck
5695,3,2,5,3,142,4,2,0,4,5116,1,263.8,Local Truck
5696,4,2,4,2,175,3,2,1,7,4874,1,250.20000000000002,Local Truck
5697,0,2,3,1,183,2,1,1,5,5329,1,273.95,Local Truck
5698,1,2,3,1,191,5,2,1,2,4956,1,256.8,Local Truck
5699,2,2,3,4,247,3,1,0,9,4157,0,213.35000000000002,Local Truck
5700,4,2,3,1,170,2,1,0,2,5662,1,292.1,Local Truck
5701,3,2,3,2,275,2,1,0,5,5393,1,277.15000000000003,Local Truck
5702,4,2,4,4,147,4,1,0,8,5882,0,300.1,Local Truck
5703,0,2,4,4,188,3,1,1,6,4174,1,215.70000000000002,Local Truck
5704,1,2,5,5,248,2,1,1,4,5587,0,287.35,Local Truck
5705,2,2,3,1,245,2,1,0,8,4594,1,235.70000000000002,Local Truck
5706,4,2,4,5,164,3,0,1,3,4454,0,231.20000000000002,Local Truck
5707,3,2,4,2,260,3,2,0,3,4661,1,241.55,Local Truck
5708,4,2,4,4,149,2,2,0,9,4605,0,235.75,Local Truck
5709,0,2,3,2,174,3,1,1,3,4132,0,215.10000000000002,Local Truck
5710,1,2,4,5,242,2,1,0,1,5682,1,293.6,Local Truck
5711,2,2,4,1,134,3,2,1,7,4933,1,253.14999999999998,Local Truck
5712,4,2,4,5,189,3,2,0,3,5193,0,268.15000000000003,Local Truck
5713,3,2,6,5,263,7,0,1,7,5216,1,267.3,Local Truck
5714,4,2,5,2,280,3,0,0,8,5858,1,298.90000000000003,Local Truck
5715,0,2,4,2,258,7,2,1,3,4538,1,235.4,Local Truck
5716,1,2,4,4,179,3,0,0,1,5242,1,271.6,Local Truck
5717,2,2,5,1,250,4,2,1,10,5306,1,270.3,Local Truck
5718,4,2,4,4,212,2,2,1,5,4774,1,246.20000000000002,Local Truck
5719,3,2,4,3,236,3,1,1,4,4257,1,220.85000000000002,Local Truck
5720,4,2,3,1,239,8,0,1,6,5023,1,258.15,Local Truck
5721,0,2,6,3,305,4,1,1,3,1276,0,72.30000000000001,Local Truck
5722,1,2,6,3,309,4,1,1,5,1712,0,93.10000000000001,Local Truck
5723,2,2,6,3,266,4,2,1,8,1983,1,105.15,Local Truck
5724,4,2,4,5,233,4,1,0,6,1495,0,81.75,Local Truck
5725,3,2,5,5,287,4,1,1,4,1509,1,83.45,Local Truck
5726,4,2,6,2,268,4,1,0,7,1274,0,70.2,Local Truck
5727,0,2,6,4,290,4,2,1,10,1366,0,73.3,Local Truck
5728,1,1,7,5,291,4,0,1,6,1135,0,63.75,Maersk
5729,2,1,5,5,227,5,2,0,3,1687,0,92.85000000000001,Maersk
5730,4,1,4,5,175,3,2,0,5,4194,0,217.20000000000002,Maersk
5731,3,1,3,3,183,2,1,1,6,5015,0,257.75,Maersk
5732,4,1,3,4,191,5,2,0,4,4243,1,220.15,Maersk
5733,0,1,3,4,247,3,1,1,10,5749,1,292.45,Maersk
5734,1,1,3,2,170,2,1,1,2,4214,1,219.70000000000002,Maersk
5735,2,1,3,5,275,2,1,0,7,4619,0,237.45000000000002,Maersk
5736,4,1,4,3,147,4,1,0,7,4865,0,249.75,Maersk
5737,3,1,4,5,188,3,1,1,4,4632,0,239.60000000000002,Maersk
5738,4,1,5,1,248,2,1,0,6,5281,0,271.05,Maersk
5739,0,1,3,3,245,2,1,0,4,4719,1,243.95000000000002,Maersk
5740,1,1,4,5,164,3,0,1,7,4657,0,239.35000000000002,Maersk
5741,2,1,4,1,260,3,2,1,9,5886,1,299.8,Maersk
5742,4,1,4,2,149,2,2,1,8,5460,1,279.0,Maersk
5743,3,1,3,1,174,3,1,1,7,4318,1,222.4,Maersk
5744,4,1,4,1,242,2,1,0,2,5825,0,300.25,Maersk
5745,0,1,4,5,134,3,2,0,4,5423,0,279.15000000000003,Maersk
5746,1,1,4,3,189,3,2,0,4,4410,0,228.5,Maersk
5747,2,1,6,5,263,7,0,1,9,5991,1,305.05,Maersk
5748,4,1,5,3,280,3,0,1,2,5273,0,272.65000000000003,Maersk
5749,3,1,4,4,258,7,2,1,8,5069,0,259.45000000000005,Maersk
5750,4,0,4,1,179,3,0,1,5,4129,0,253.95000000000005,FedEx
5751,0,0,5,4,250,4,2,1,4,4531,0,274.55,FedEx
5752,1,0,4,1,212,2,2,0,7,5864,0,339.7,FedEx
5753,2,0,4,4,236,3,1,1,10,4347,1,262.35,FedEx
5754,4,0,3,4,239,8,0,1,4,4192,0,257.6,FedEx
5755,3,0,6,4,305,4,1,0,7,1172,1,105.1,FedEx
5756,4,0,6,1,309,4,1,0,6,1866,1,140.3,FedEx
5757,0,0,6,1,266,4,2,0,2,1862,1,142.10000000000002,FedEx
5758,1,0,4,2,233,4,1,1,7,1861,0,139.55,FedEx
5759,2,0,5,1,287,4,1,0,4,1579,0,126.94999999999999,FedEx
5760,4,0,6,5,268,4,1,0,2,1324,0,115.2,FedEx
5761,3,0,6,1,290,4,2,1,6,1505,1,122.25,FedEx
5762,4,0,7,3,244,5,2,0,10,1913,1,140.65,FedEx
5763,0,0,6,3,245,4,1,1,2,1158,1,106.9,FedEx
5764,1,0,5,4,219,5,1,1,5,1867,0,140.85000000000002,FedEx
5765,2,0,6,3,257,4,1,0,4,1358,1,115.9,FedEx
5766,4,0,6,1,250,4,1,0,2,1783,1,138.15,FedEx
5767,3,0,6,1,249,4,2,1,2,1189,1,108.45,FedEx
5768,4,0,5,4,259,5,1,0,2,1627,1,130.35000000000002,FedEx
5769,0,0,6,4,266,4,1,1,3,1503,1,123.65,FedEx
5770,1,0,6,5,244,4,2,0,4,1648,1,130.4,FedEx
5771,2,0,4,2,239,6,1,0,7,1934,0,143.2,FedEx
5772,4,2,4,2,270,5,1,1,6,1520,0,83.0,Local Truck
5773,3,2,6,4,270,4,1,0,10,1199,1,64.95,Local Truck
5774,4,2,6,5,257,4,2,0,1,1957,1,107.35000000000001,Local Truck
5775,0,2,4,2,243,5,2,0,4,1633,1,89.65,Local Truck
5776,1,2,5,2,264,6,2,1,10,1659,1,87.95,Local Truck
5777,2,2,5,4,224,6,1,0,6,1049,1,59.45,Local Truck
5778,4,2,6,5,304,4,1,1,8,1755,1,93.75,Local Truck
5779,3,2,4,2,243,5,2,0,8,1922,0,102.10000000000001,Local Truck
5780,4,2,6,3,272,4,1,1,5,1355,1,75.25,Local Truck
5781,0,2,5,4,269,5,1,0,4,1537,1,84.85000000000001,Local Truck
5782,1,2,7,3,267,4,1,1,7,1384,0,75.7,Local Truck
5783,2,2,6,1,251,4,1,1,2,1679,0,92.95,Local Truck
5784,4,2,4,3,249,5,1,0,3,1012,1,59.1,Local Truck
5785,3,2,7,2,284,4,1,0,6,1550,1,84.5,Local Truck
5786,4,2,4,1,254,5,2,0,3,1880,1,102.5,Local Truck
5787,0,2,6,5,269,4,1,1,5,1264,1,70.7,Local Truck
5788,1,2,7,5,265,4,1,0,9,1393,0,75.15,Local Truck
5789,2,2,5,3,220,6,2,0,6,1830,1,98.5,Local Truck
5790,4,2,4,4,217,5,2,0,4,1503,0,83.15,Local Truck
5791,3,2,7,4,285,4,2,0,2,1017,1,59.85,Local Truck
5792,4,2,5,1,265,5,2,0,3,1514,1,84.2,Local Truck
5793,0,2,5,1,240,5,2,1,1,1200,0,69.5,Local Truck
5794,1,2,5,5,247,3,1,1,1,5226,0,270.8,Local Truck
5795,2,2,5,4,179,6,2,0,8,4615,1,236.75,Local Truck
5796,4,2,4,5,142,2,2,0,9,5425,1,276.75,Local Truck
5797,3,2,4,3,207,5,0,0,6,4145,0,214.25,Local Truck
5798,4,2,3,1,183,3,2,1,7,5849,1,298.95,Local Truck
5799,0,2,4,3,167,2,2,0,2,5544,0,286.2,Local Truck
5800,1,2,4,3,175,3,1,0,2,5208,0,269.40000000000003,Local Truck
5801,2,2,3,5,183,2,1,1,8,5881,1,300.05,Local Truck
5802,4,2,6,5,176,3,1,0,10,5307,0,270.35,Local Truck
5803,3,2,3,4,187,3,1,1,7,5417,0,277.35,Local Truck
5804,4,2,4,5,143,3,2,0,8,4142,1,213.10000000000002,Local Truck
5805,0,2,4,3,136,3,1,0,7,5976,0,305.3,Local Truck
5806,1,2,3,3,178,3,1,1,3,5396,1,278.3,Local Truck
5807,2,2,4,4,208,2,2,0,6,4983,1,256.15,Local Truck
5808,4,2,4,1,171,2,2,1,1,5635,0,291.25,Local Truck
5809,3,2,2,1,197,4,1,1,5,4614,0,238.20000000000002,Local Truck
5810,4,2,5,1,179,3,1,0,7,5814,0,297.2,Local Truck
5811,0,2,6,4,197,5,2,1,4,5889,1,302.45,Local Truck
5812,1,2,5,4,285,2,1,1,2,4505,1,234.25,Local Truck
5813,2,2,6,1,141,5,1,0,9,5113,0,261.15,Local Truck
5814,4,2,4,5,274,3,2,1,5,4773,0,246.15,Local Truck
5815,3,2,5,2,287,3,2,0,3,4903,1,253.65,Local Truck
5816,4,2,5,3,218,3,2,0,4,4198,1,217.9,Local Truck
5817,0,2,3,1,213,3,0,0,6,5535,0,283.75,Local Truck
5818,1,2,2,1,207,4,1,1,1,5742,0,296.6,Local Truck
5819,2,2,5,5,273,4,1,1,7,4064,1,209.70000000000002,Local Truck
5820,4,2,3,3,185,3,1,1,6,5995,1,306.75,Local Truck
5821,3,2,3,1,192,3,1,0,4,5179,0,266.95,Local Truck
5822,4,2,4,4,276,2,2,0,3,4306,1,223.8,Local Truck
5823,0,2,5,2,229,2,2,1,1,5724,0,295.7,Local Truck
5824,1,2,3,5,248,2,0,1,3,5287,1,272.85,Local Truck
5825,2,2,3,4,267,3,0,0,2,5204,1,269.2,Local Truck
5826,4,2,4,4,272,3,1,1,9,5458,0,278.40000000000003,Local Truck
5827,3,2,3,3,153,3,1,1,8,5487,0,280.35,Local Truck
5828,4,2,4,2,246,4,2,1,7,5056,1,259.3,Local Truck
5829,0,2,3,3,261,4,1,0,9,4529,1,231.95000000000002,Local Truck
5830,1,2,4,5,207,2,1,0,3,5270,1,272.0,Local Truck
5831,2,2,3,1,133,3,2,1,8,4634,0,237.70000000000002,Local Truck
5832,4,2,3,5,269,5,1,1,6,5932,1,303.6,Local Truck
5833,3,2,4,3,251,3,0,1,8,5986,1,305.3,Local Truck
5834,4,2,4,2,252,4,1,0,3,4956,1,256.3,Local Truck
5835,0,2,3,5,135,2,1,0,4,5275,1,271.75,Local Truck
5836,1,2,4,3,273,4,2,0,1,4585,0,238.75,Local Truck
5837,2,2,4,2,168,3,1,1,3,4653,1,241.15,Local Truck
5838,4,2,2,4,233,2,2,0,6,4758,0,244.9,Local Truck
5839,3,2,3,2,133,2,1,0,3,4677,1,242.35000000000002,Local Truck
5840,4,2,3,5,147,4,0,1,10,5164,1,263.2,Local Truck
5841,0,2,5,2,249,6,1,1,8,5633,0,287.65000000000003,Local Truck
5842,1,2,6,3,259,4,1,0,3,4117,1,214.35000000000002,Local Truck
5843,2,2,4,2,194,3,1,0,10,5171,1,263.55,Local Truck
5844,4,2,4,5,134,6,2,1,7,4881,1,250.55,Local Truck
5845,3,2,3,4,98,3,1,1,5,4432,0,229.10000000000002,Local Truck
5846,4,2,5,1,138,3,1,1,10,5612,1,285.6,Local Truck
5847,0,2,5,5,193,5,0,0,4,5087,1,262.35,Local Truck
5848,1,2,5,5,184,3,2,1,7,4742,0,243.60000000000002,Local Truck
5849,2,2,4,4,172,3,2,1,7,5098,0,261.4,Local Truck
5850,4,2,4,3,248,2,2,1,2,4701,1,244.05,Local Truck
5851,3,2,2,4,114,5,0,0,5,5334,1,274.2,Local Truck
5852,4,2,4,5,201,2,0,0,2,4657,0,241.85000000000002,Local Truck
5853,0,2,3,4,206,4,2,1,2,4372,0,227.60000000000002,Local Truck
5854,1,2,6,1,185,4,0,0,10,5254,1,267.7,Local Truck
5855,2,2,5,2,272,3,0,1,5,4972,0,256.1,Local Truck
5856,4,2,4,3,266,2,2,1,6,4286,1,221.3,Local Truck
5857,3,2,3,4,203,2,1,1,9,5735,0,292.25,Local Truck
5858,4,2,4,3,218,5,1,1,2,4823,1,250.15,Local Truck
5859,0,2,2,5,279,3,1,0,8,4632,0,237.60000000000002,Local Truck
5860,1,2,4,4,159,2,1,1,4,4648,1,240.4,Local Truck
5861,2,2,5,3,138,3,1,0,5,5687,1,291.85,Local Truck
5862,4,2,3,2,224,3,1,0,7,5896,0,301.3,Local Truck
5863,3,2,3,3,269,3,1,1,4,4309,0,223.45000000000002,Local Truck
5864,4,2,5,3,121,2,2,0,4,5231,1,269.55,Local Truck
5865,0,1,4,3,134,2,1,0,2,4522,0,235.10000000000002,Maersk
5866,1,1,4,5,259,3,2,1,4,5344,1,275.2,Maersk
5867,2,1,4,4,206,2,0,1,8,4093,1,210.65,Maersk
5868,4,1,3,1,209,2,1,1,6,5701,1,292.05,Maersk
5869,3,1,3,3,145,3,2,1,1,5709,0,294.95,Maersk
5870,4,1,5,2,164,2,2,1,8,5717,0,291.85,Maersk
5871,0,1,3,1,133,3,2,1,6,5464,1,280.2,Maersk
5872,1,1,3,2,178,3,1,0,5,5686,0,291.8,Maersk
5873,2,1,4,3,175,2,1,1,3,4200,0,218.5,Maersk
5874,4,1,2,4,242,3,2,1,8,4898,0,250.9,Maersk
5875,3,1,4,2,202,3,1,1,8,4575,1,234.75,Maersk
5876,4,1,4,3,176,2,1,0,6,5149,1,264.45,Maersk
5877,0,1,4,3,203,4,1,0,1,5274,0,273.2,Maersk
5878,1,1,4,3,207,4,1,1,5,5008,1,257.9,Maersk
5879,2,1,4,2,268,3,2,1,1,4927,0,255.85000000000002,Maersk
5880,4,1,3,3,244,3,1,1,6,5109,0,262.45000000000005,Maersk
5881,3,1,3,5,134,3,1,0,10,4693,0,239.65,Maersk
5882,4,1,3,4,143,3,1,0,1,4392,1,229.10000000000002,Maersk
5883,0,1,3,5,246,3,1,0,2,5556,1,286.8,Maersk
5884,1,1,3,2,157,2,1,0,7,5228,0,267.90000000000003,Maersk
5885,2,1,3,3,169,3,1,1,10,5147,0,262.35,Maersk
5886,4,1,4,5,231,3,1,0,6,4449,1,229.45000000000002,Maersk
5887,3,0,3,3,262,5,2,0,1,5043,0,301.65,FedEx
5888,4,0,3,2,227,2,2,1,10,4290,0,259.5,FedEx
5889,0,0,5,2,162,4,2,1,7,5477,1,320.35,FedEx
5890,1,0,5,5,148,2,2,1,4,4812,0,288.6,FedEx
5891,2,0,3,4,138,2,2,0,8,4837,0,287.85,FedEx
5892,4,0,3,3,255,2,2,0,3,4824,0,289.70000000000005,FedEx
5893,3,0,3,5,218,3,1,1,2,5841,0,341.05,FedEx
5894,4,0,4,1,260,4,1,1,2,4091,1,253.55,FedEx
5895,0,0,4,3,142,2,1,0,5,5502,1,322.6,FedEx
5896,1,0,4,5,257,3,2,1,5,4180,0,256.5,FedEx
5897,2,0,4,2,252,3,1,0,1,4176,0,258.3,FedEx
5898,4,0,5,4,151,5,1,0,1,4122,0,255.60000000000002,FedEx
5899,3,0,4,3,190,5,1,0,8,4736,0,282.8,FedEx
5900,4,0,4,5,137,2,1,1,7,4068,0,249.9,FedEx
5901,0,0,4,4,164,2,1,1,7,5456,0,319.3,FedEx
5902,1,0,3,5,271,3,1,0,9,5328,0,311.90000000000003,FedEx
5903,2,0,3,5,162,2,0,1,1,4573,1,278.15,FedEx
5904,4,0,2,4,221,5,2,1,4,4034,1,249.70000000000002,FedEx
5905,3,0,5,4,202,3,1,0,3,4559,1,276.45000000000005,FedEx
5906,4,0,4,5,143,2,1,1,1,5836,0,341.3,FedEx
5907,0,0,3,5,254,3,1,1,6,4703,0,282.15,FedEx
5908,1,0,4,3,96,4,2,1,1,4984,1,298.70000000000005,FedEx
5909,2,2,3,3,199,5,2,0,10,4847,1,247.35000000000002,Local Truck
5910,4,2,4,1,198,4,1,0,5,5182,0,266.6,Local Truck
5911,3,2,4,3,257,3,1,0,2,5198,1,268.90000000000003,Local Truck
5912,4,2,3,2,149,5,2,0,9,4310,0,221.0,Local Truck
5913,0,2,5,1,193,4,2,0,10,5280,0,269.0,Local Truck
5914,1,2,3,5,284,2,1,1,10,5619,0,285.95,Local Truck
5915,2,2,4,5,205,4,2,0,5,5264,0,270.7,Local Truck
5916,4,2,5,5,185,3,1,1,5,4520,1,233.5,Local Truck
5917,3,2,5,4,268,3,0,0,10,4955,0,252.75,Local Truck
5918,4,2,5,1,252,3,2,1,2,4339,0,225.95000000000002,Local Truck
5919,0,2,4,3,196,2,1,0,5,5656,0,290.3,Local Truck
5920,1,2,3,3,149,3,1,1,6,4654,0,239.70000000000002,Local Truck
5921,2,2,5,5,154,2,2,1,3,4669,0,241.95000000000002,Local Truck
5922,4,2,5,4,267,2,2,1,4,4053,0,210.65,Local Truck
5923,3,2,3,3,208,2,2,0,5,5661,0,290.55,Local Truck
5924,4,2,5,5,275,3,2,1,9,4287,1,219.85000000000002,Local Truck
5925,0,2,4,2,272,2,1,0,1,5939,1,306.45,Local Truck
5926,1,2,6,5,280,3,1,1,9,4074,1,209.20000000000002,Local Truck
5927,2,2,6,3,202,3,1,0,5,4930,0,254.0,Local Truck
5928,4,2,5,2,184,3,2,0,8,4581,0,235.05,Local Truck
5929,3,2,5,2,244,5,2,0,7,5515,0,282.25,Local Truck
5930,4,2,4,4,138,5,1,1,10,5401,0,275.05,Local Truck
5931,0,2,4,3,109,2,2,0,4,5407,0,278.35,Local Truck
5932,1,2,2,5,189,5,1,1,3,5292,0,273.1,Local Truck
5933,2,2,3,2,170,3,1,1,9,4069,0,208.95000000000002,Local Truck
5934,4,2,3,1,183,2,2,0,10,4598,0,234.9,Local Truck
5935,3,2,3,4,263,6,0,1,3,4429,0,229.95000000000002,Local Truck
5936,4,2,4,1,271,4,1,1,9,5853,1,298.15000000000003,Local Truck
5937,0,2,6,3,202,4,2,0,3,4496,1,233.3,Local Truck
5938,1,2,3,3,265,3,2,0,8,5070,0,259.5,Local Truck
5939,2,2,4,1,220,3,2,0,6,4472,0,230.60000000000002,Local Truck
5940,4,2,4,4,274,2,1,0,7,4873,1,250.15,Local Truck
5941,3,2,4,5,212,2,2,1,10,4552,0,232.60000000000002,Local Truck
5942,4,2,4,2,244,3,0,1,1,5559,1,287.45,Local Truck
5943,0,2,4,5,252,3,2,0,4,5017,0,258.85,Local Truck
5944,1,2,5,5,158,2,1,1,8,4743,0,243.15,Local Truck
5945,2,2,2,5,286,6,2,0,5,5490,0,282.0,Local Truck
5946,4,2,3,5,164,3,0,1,10,4639,1,236.95000000000002,Local Truck
5947,3,2,4,3,170,6,2,1,6,4998,0,256.9,Local Truck
5948,4,2,4,1,269,2,2,0,8,4930,0,252.5,Local Truck
5949,0,2,4,2,238,2,1,0,2,4002,0,209.10000000000002,Local Truck
5950,1,2,4,3,198,7,2,0,1,5315,0,275.25,Local Truck
5951,2,2,4,4,184,8,1,1,7,5235,1,268.25,Local Truck
5952,4,2,5,2,265,3,1,1,10,4347,1,222.35000000000002,Local Truck
5953,3,2,3,2,204,10,2,0,10,4534,0,231.70000000000002,Local Truck
5954,4,2,5,1,233,7,2,0,5,5759,1,295.45,Local Truck
5955,0,2,4,5,134,3,1,0,8,5694,0,290.7,Local Truck
5956,1,2,3,4,153,3,2,0,9,5474,0,279.2,Local Truck
5957,2,2,2,5,241,3,2,0,3,4253,1,221.15,Local Truck
5958,4,2,4,5,187,3,1,1,7,5022,1,257.6,Local Truck
5959,3,2,3,3,148,3,1,0,8,5622,0,287.1,Local Truck
5960,4,2,3,4,133,8,2,0,10,5439,1,276.95,Local Truck
5961,0,2,6,1,250,4,1,1,10,1623,1,86.15,Local Truck
5962,1,2,6,1,249,4,2,1,2,1326,1,75.3,Local Truck
5963,2,2,5,2,259,5,1,1,8,1678,0,89.9,Local Truck
5964,4,2,6,4,266,4,1,1,5,1639,1,89.45,Local Truck
5965,3,2,6,5,244,4,2,0,6,1185,0,66.25,Local Truck
5966,4,2,4,5,239,6,1,1,2,1879,0,102.95,Local Truck
5967,0,2,4,5,270,5,1,0,1,1187,1,68.85,Local Truck
5968,1,2,6,3,270,4,1,0,7,1079,0,60.45,Local Truck
5969,2,2,6,2,257,4,2,1,1,1513,0,85.15,Local Truck
5970,4,2,4,3,243,5,2,0,3,1634,1,90.2,Local Truck
5971,3,2,4,5,271,4,1,1,6,5078,0,260.9,Local Truck
5972,4,2,6,3,202,4,2,0,6,4249,0,219.45000000000002,Local Truck
5973,0,2,3,3,265,3,2,0,3,5986,1,307.8,Local Truck
5974,1,2,4,1,220,3,2,1,1,5159,1,267.45,Local Truck
5975,2,2,4,3,274,2,1,1,1,4762,0,247.60000000000002,Local Truck
5976,4,2,4,1,212,2,2,1,4,4969,0,256.45000000000005,Local Truck
5977,3,2,4,2,244,3,0,0,3,4103,0,213.65,Local Truck
5978,4,2,4,2,252,3,2,0,4,5782,0,297.1,Local Truck
5979,0,2,5,1,158,2,1,1,4,5736,1,294.8,Local Truck
5980,1,2,2,5,286,6,2,0,3,4497,1,233.35000000000002,Local Truck
5981,2,2,3,3,164,3,0,1,8,5170,0,264.5,Local Truck
5982,4,2,4,2,170,6,2,1,10,4891,0,249.55,Local Truck
5983,3,2,4,3,269,2,2,1,2,4158,0,216.9,Local Truck
5984,4,2,4,3,238,2,1,1,7,5808,1,296.90000000000003,Local Truck
5985,0,2,4,5,198,7,2,1,9,4249,1,217.95000000000002,Local Truck
5986,1,2,4,3,184,8,1,1,4,4686,0,242.3,Local Truck
5987,2,2,5,2,265,3,1,1,8,5447,1,278.35,Local Truck
5988,4,2,3,1,204,10,2,1,5,5375,0,276.25,Local Truck
5989,3,2,5,2,233,7,2,0,8,5519,1,281.95,Local Truck
5990,4,2,4,2,134,3,1,0,9,4214,1,216.20000000000002,Local Truck
5991,0,2,3,2,153,3,2,1,6,4056,0,209.8,Local Truck
5992,1,2,2,1,241,3,2,0,5,5697,1,292.35,Local Truck
5993,2,2,4,4,187,3,1,0,8,4893,0,250.65,Local Truck
5994,4,2,3,4,148,3,1,0,8,5267,1,269.35,Local Truck
5995,3,2,3,5,133,8,2,0,8,5002,1,256.1,Local Truck
5996,4,2,6,1,250,4,1,1,4,1018,0,58.900000000000006,Local Truck
5997,0,2,6,5,249,4,2,1,3,1710,1,94.0,Local Truck
5998,1,2,5,3,259,5,1,1,2,1730,0,95.5,Local Truck
5999,2,2,6,2,266,4,1,0,9,1220,0,66.5,Local Truck
6000,4,2,6,3,244,4,2,1,5,1108,1,62.900000000000006,Local Truck
6001,3,2,4,5,239,6,1,1,4,1451,0,80.55,Local Truck
6002,4,1,4,3,270,5,1,0,3,1786,1,97.80000000000001,Maersk
6003,0,1,6,4,282,4,1,1,6,1580,0,86.0,Maersk
6004,1,1,6,5,295,4,2,1,2,1981,0,108.05000000000001,Maersk
6005,2,1,6,1,255,4,1,1,5,1253,1,70.15,Maersk
6006,4,1,6,4,292,4,1,1,3,1826,1,99.80000000000001,Maersk
6007,3,1,6,3,244,4,1,0,1,1317,1,75.35000000000001,Maersk
6008,4,1,6,1,306,4,1,1,1,1210,0,70.0,Maersk
6009,0,1,6,1,258,4,1,1,3,1506,0,83.8,Maersk
6010,1,1,4,2,265,6,1,1,8,1391,1,75.55,Maersk
6011,2,1,5,1,227,5,1,1,7,1620,1,87.5,Maersk
6012,4,1,7,1,276,4,1,0,8,1560,1,84.0,Maersk
6013,3,1,6,4,244,4,2,1,7,1795,0,96.25,Maersk
6014,4,1,4,3,217,6,2,0,6,1552,0,84.60000000000001,Maersk
6015,0,1,2,3,211,3,1,0,8,1172,0,64.6,Maersk
6016,1,1,4,2,227,5,1,1,7,1354,1,74.2,Maersk
6017,2,1,5,3,249,4,2,1,1,1014,1,60.2,Maersk
6018,4,1,6,3,269,4,1,1,3,1006,0,58.800000000000004,Maersk
6019,3,1,6,5,278,4,2,0,6,1140,0,64.0,Maersk
6020,4,1,6,5,282,4,2,1,3,1385,0,77.75,Maersk
6021,0,1,6,4,300,4,2,0,7,1607,0,86.85000000000001,Maersk
6022,1,1,5,5,259,5,1,0,9,1624,0,86.7,Maersk
6023,2,1,6,1,295,4,2,0,6,1611,0,87.55000000000001,Maersk
6024,4,0,5,5,238,5,1,1,2,1657,0,131.85000000000002,FedEx
6025,3,0,5,3,270,5,2,0,7,1303,1,111.65,FedEx
6026,4,0,5,3,267,5,1,1,6,1119,1,102.95,FedEx
6027,0,0,4,1,270,5,2,1,9,1280,1,109.5,FedEx
6028,1,0,4,1,245,5,2,0,8,1923,0,142.15,FedEx
6029,2,0,6,4,262,4,1,0,10,1068,1,98.4,FedEx
6030,4,0,4,2,245,5,1,1,8,1122,1,102.1,FedEx
6031,3,0,6,2,268,4,1,1,7,1943,0,143.65,FedEx
6032,4,0,5,1,262,5,1,1,1,1488,1,123.9,FedEx
6033,0,0,6,3,283,5,2,1,10,1483,0,119.15,FedEx
6034,1,0,5,3,260,5,2,1,8,1001,0,96.05000000000001,FedEx
6035,2,0,7,5,258,4,1,0,4,1677,1,131.85000000000002,FedEx
6036,4,0,5,2,130,4,2,0,1,1877,0,143.35000000000002,FedEx
6037,3,0,6,3,262,5,1,1,9,1053,0,98.15,FedEx
6038,4,0,6,2,293,4,1,0,4,1764,1,136.2,FedEx
6039,0,0,7,1,255,5,2,1,10,1238,1,106.9,FedEx
6040,1,0,6,1,242,5,1,0,5,1555,0,125.25,FedEx
6041,2,0,6,3,264,4,2,0,6,1622,1,128.10000000000002,FedEx
6042,4,0,6,4,253,4,1,0,7,1485,0,120.75,FedEx
6043,3,0,5,5,271,5,1,0,4,1667,0,131.35000000000002,FedEx
6044,4,0,6,2,250,4,2,0,3,1777,1,137.35000000000002,FedEx
6045,0,0,4,3,266,5,0,0,5,1590,0,127.0,FedEx
6046,1,2,6,2,286,4,1,0,4,1594,0,87.7,Local Truck
6047,2,2,5,2,275,5,1,1,9,1373,0,74.15,Local Truck
6048,4,2,6,3,295,5,1,1,4,1392,0,77.60000000000001,Local Truck
6049,3,2,5,1,269,6,2,0,8,1341,0,73.05,Local Truck
6050,4,2,4,1,239,5,1,0,1,1780,1,98.5,Local Truck
6051,0,2,6,4,271,4,2,1,8,1867,0,99.35000000000001,Local Truck
6052,1,2,6,5,165,6,1,0,6,1529,1,83.45,Local Truck
6053,2,2,7,2,302,5,2,1,5,1614,0,88.2,Local Truck
6054,4,2,6,2,293,6,1,0,10,1919,1,100.95,Local Truck
6055,3,2,4,4,202,3,1,0,3,5524,1,284.7,Local Truck
6056,4,2,2,3,185,3,2,0,7,4246,0,218.8,Local Truck
6057,0,2,4,4,210,2,2,1,8,5942,0,303.1,Local Truck
6058,1,2,3,5,186,2,2,1,8,5924,0,302.2,Local Truck
6059,2,2,3,4,163,3,1,1,7,5913,0,302.15000000000003,Local Truck
6060,4,2,3,4,168,3,1,1,5,5964,0,305.7,Local Truck
6061,3,2,4,3,199,3,1,1,8,4391,1,225.55,Local Truck
6062,4,2,3,5,271,2,2,1,7,4958,0,254.39999999999998,Local Truck
